gene_id	gene_name	transcript_id	sample	TPM	treat	batch	time_point
ENSMUSG00000019843	Fyn	ENSMUST00000099967	LM511_R3_t2	15.64	LM511	R3	t2
ENSMUSG00000019843	Fyn	ENSMUST00000126486	LM511_R3_t2	17.13	LM511	R3	t2
ENSMUSG00000019843	Fyn	ENSMUST00000135242	LM511_R3_t2	33.23	LM511	R3	t2
ENSMUSG00000019843	Fyn	ENSMUST00000136659	LM511_R3_t2	1.7	LM511	R3	t2
ENSMUSG00000019850	Tnfaip3	ENSMUST00000019997	LM511_R3_t2	62.8	LM511	R3	t2
ENSMUSG00000019850	Tnfaip3	ENSMUST00000105527	LM511_R3_t2	65.28	LM511	R3	t2
ENSMUSG00000019850	Tnfaip3	ENSMUST00000154590	LM511_R3_t2	4.53	LM511	R3	t2
ENSMUSG00000019996	Map7	ENSMUST00000020173	LM511_R3_t2	2.21	LM511	R3	t2
ENSMUSG00000019996	Map7	ENSMUST00000116259	LM511_R3_t2	4.46	LM511	R3	t2
ENSMUSG00000020271	Fbxw11	ENSMUST00000076383	LM511_R3_t2	1.17	LM511	R3	t2
ENSMUSG00000020271	Fbxw11	ENSMUST00000093205	LM511_R3_t2	23.5	LM511	R3	t2
ENSMUSG00000020271	Fbxw11	ENSMUST00000109366	LM511_R3_t2	28.26	LM511	R3	t2
ENSMUSG00000020456	Ogdh	ENSMUST00000003461	LM511_R3_t2	42	LM511	R3	t2
ENSMUSG00000020456	Ogdh	ENSMUST00000081894	LM511_R3_t2	29.46	LM511	R3	t2
ENSMUSG00000020564	Atxn7l1	ENSMUST00000090597	LM511_R3_t2	5.97	LM511	R3	t2
ENSMUSG00000020564	Atxn7l1	ENSMUST00000110824	LM511_R3_t2	7.41	LM511	R3	t2
ENSMUSG00000020564	Atxn7l1	ENSMUST00000125192	LM511_R3_t2	3.78	LM511	R3	t2
ENSMUSG00000020564	Atxn7l1	ENSMUST00000146040	LM511_R3_t2	2.71	LM511	R3	t2
ENSMUSG00000020564	Atxn7l1	ENSMUST00000154742	LM511_R3_t2	1.61	LM511	R3	t2
ENSMUSG00000020612	Prkar1a	ENSMUST00000049527	LM511_R3_t2	158.62	LM511	R3	t2
ENSMUSG00000020612	Prkar1a	ENSMUST00000106677	LM511_R3_t2	43.49	LM511	R3	t2
ENSMUSG00000020817	Rabep1	ENSMUST00000076270	LM511_R3_t2	10.63	LM511	R3	t2
ENSMUSG00000020817	Rabep1	ENSMUST00000100928	LM511_R3_t2	1.84	LM511	R3	t2
ENSMUSG00000020817	Rabep1	ENSMUST00000177731	LM511_R3_t2	1.46	LM511	R3	t2
ENSMUSG00000020817	Rabep1	ENSMUST00000178245	LM511_R3_t2	4.02	LM511	R3	t2
ENSMUSG00000021068	Nin	ENSMUST00000021468	LM511_R3_t2	1.48	LM511	R3	t2
ENSMUSG00000021068	Nin	ENSMUST00000085314	LM511_R3_t2	8.98	LM511	R3	t2
ENSMUSG00000021068	Nin	ENSMUST00000095666	LM511_R3_t2	3.77	LM511	R3	t2
ENSMUSG00000021068	Nin	ENSMUST00000169074	LM511_R3_t2	2.25	LM511	R3	t2
ENSMUSG00000021236	Entpd5	ENSMUST00000110272	LM511_R3_t2	3.59	LM511	R3	t2
ENSMUSG00000021236	Entpd5	ENSMUST00000117286	LM511_R3_t2	1.17	LM511	R3	t2
ENSMUSG00000021236	Entpd5	ENSMUST00000120942	LM511_R3_t2	0.67	LM511	R3	t2
ENSMUSG00000021236	Entpd5	ENSMUST00000122194	LM511_R3_t2	1.5	LM511	R3	t2
ENSMUSG00000021365	Nedd9	ENSMUST00000021794	LM511_R3_t2	27.06	LM511	R3	t2
ENSMUSG00000021365	Nedd9	ENSMUST00000163623	LM511_R3_t2	15.53	LM511	R3	t2
ENSMUSG00000021384	Susd3	ENSMUST00000058196	LM511_R3_t2	5.95	LM511	R3	t2
ENSMUSG00000021384	Susd3	ENSMUST00000119721	LM511_R3_t2	0.73	LM511	R3	t2
ENSMUSG00000021687	Scamp1	ENSMUST00000022197	LM511_R3_t2	3.37	LM511	R3	t2
ENSMUSG00000021687	Scamp1	ENSMUST00000153558	LM511_R3_t2	0.72	LM511	R3	t2
ENSMUSG00000021756	Il6st	ENSMUST00000070731	LM511_R3_t2	38.09	LM511	R3	t2
ENSMUSG00000021756	Il6st	ENSMUST00000183663	LM511_R3_t2	28.09	LM511	R3	t2
ENSMUSG00000021945	Zmym2	ENSMUST00000022511	LM511_R3_t2	9.4	LM511	R3	t2
ENSMUSG00000021945	Zmym2	ENSMUST00000224922	LM511_R3_t2	10.41	LM511	R3	t2
ENSMUSG00000022214	Dcaf11	ENSMUST00000072530	LM511_R3_t2	9.28	LM511	R3	t2
ENSMUSG00000022214	Dcaf11	ENSMUST00000117236	LM511_R3_t2	15.08	LM511	R3	t2
ENSMUSG00000022214	Dcaf11	ENSMUST00000128490	LM511_R3_t2	4.88	LM511	R3	t2
ENSMUSG00000022214	Dcaf11	ENSMUST00000153638	LM511_R3_t2	0.52	LM511	R3	t2
ENSMUSG00000022299	Slc25a32	ENSMUST00000022908	LM511_R3_t2	5.53	LM511	R3	t2
ENSMUSG00000022299	Slc25a32	ENSMUST00000227323	LM511_R3_t2	14.08	LM511	R3	t2
ENSMUSG00000022299	Slc25a32	ENSMUST00000228160	LM511_R3_t2	11.19	LM511	R3	t2
ENSMUSG00000022307	Oxr1	ENSMUST00000090095	LM511_R3_t2	2.04	LM511	R3	t2
ENSMUSG00000022307	Oxr1	ENSMUST00000166917	LM511_R3_t2	8	LM511	R3	t2
ENSMUSG00000022307	Oxr1	ENSMUST00000170127	LM511_R3_t2	3.56	LM511	R3	t2
ENSMUSG00000022372	Sla	ENSMUST00000100572	LM511_R3_t2	17.44	LM511	R3	t2
ENSMUSG00000022372	Sla	ENSMUST00000164163	LM511_R3_t2	0.64	LM511	R3	t2
ENSMUSG00000022372	Sla	ENSMUST00000168589	LM511_R3_t2	8.45	LM511	R3	t2
ENSMUSG00000022378	Cyrib	ENSMUST00000164532	LM511_R3_t2	52.3	LM511	R3	t2
ENSMUSG00000022378	Cyrib	ENSMUST00000228226	LM511_R3_t2	156.11	LM511	R3	t2
ENSMUSG00000022884	Eif4a2	ENSMUST00000077605	LM511_R3_t2	60.52	LM511	R3	t2
ENSMUSG00000022884	Eif4a2	ENSMUST00000123413	LM511_R3_t2	89.61	LM511	R3	t2
ENSMUSG00000022884	Eif4a2	ENSMUST00000131871	LM511_R3_t2	50.3	LM511	R3	t2
ENSMUSG00000022885	St6gal1	ENSMUST00000023601	LM511_R3_t2	14.03	LM511	R3	t2
ENSMUSG00000022885	St6gal1	ENSMUST00000178797	LM511_R3_t2	8.54	LM511	R3	t2
ENSMUSG00000023034	Nr4a1	ENSMUST00000023779	LM511_R3_t2	109.45	LM511	R3	t2
ENSMUSG00000023034	Nr4a1	ENSMUST00000228985	LM511_R3_t2	19.48	LM511	R3	t2
ENSMUSG00000023034	Nr4a1	ENSMUST00000231153	LM511_R3_t2	3.26	LM511	R3	t2
ENSMUSG00000023169	Slc38a1	ENSMUST00000088452	LM511_R3_t2	17.44	LM511	R3	t2
ENSMUSG00000023169	Slc38a1	ENSMUST00000088454	LM511_R3_t2	51.79	LM511	R3	t2
ENSMUSG00000023169	Slc38a1	ENSMUST00000100262	LM511_R3_t2	23.33	LM511	R3	t2
ENSMUSG00000023169	Slc38a1	ENSMUST00000230756	LM511_R3_t2	7.65	LM511	R3	t2
ENSMUSG00000024335	Brd2	ENSMUST00000025193	LM511_R3_t2	26.63	LM511	R3	t2
ENSMUSG00000024335	Brd2	ENSMUST00000095347	LM511_R3_t2	82.34	LM511	R3	t2
ENSMUSG00000024335	Brd2	ENSMUST00000114242	LM511_R3_t2	41.75	LM511	R3	t2
ENSMUSG00000024335	Brd2	ENSMUST00000154232	LM511_R3_t2	42.08	LM511	R3	t2
ENSMUSG00000024563	Smad2	ENSMUST00000025453	LM511_R3_t2	23.83	LM511	R3	t2
ENSMUSG00000024563	Smad2	ENSMUST00000091831	LM511_R3_t2	6.2	LM511	R3	t2
ENSMUSG00000024563	Smad2	ENSMUST00000168423	LM511_R3_t2	2.61	LM511	R3	t2
ENSMUSG00000024856	Cdk2ap2	ENSMUST00000025779	LM511_R3_t2	65.16	LM511	R3	t2
ENSMUSG00000024856	Cdk2ap2	ENSMUST00000172914	LM511_R3_t2	14.17	LM511	R3	t2
ENSMUSG00000024910	Ctsw	ENSMUST00000025844	LM511_R3_t2	28.11	LM511	R3	t2
ENSMUSG00000024910	Ctsw	ENSMUST00000235502	LM511_R3_t2	2.13	LM511	R3	t2
ENSMUSG00000024910	Ctsw	ENSMUST00000235786	LM511_R3_t2	3.12	LM511	R3	t2
ENSMUSG00000025016	Tm9sf3	ENSMUST00000025989	LM511_R3_t2	4.62	LM511	R3	t2
ENSMUSG00000025016	Tm9sf3	ENSMUST00000237871	LM511_R3_t2	152.36	LM511	R3	t2
ENSMUSG00000025326	Ube3a	ENSMUST00000107537	LM511_R3_t2	24.33	LM511	R3	t2
ENSMUSG00000025326	Ube3a	ENSMUST00000200758	LM511_R3_t2	14.11	LM511	R3	t2
ENSMUSG00000025402	Nab2	ENSMUST00000026469	LM511_R3_t2	25.71	LM511	R3	t2
ENSMUSG00000025402	Nab2	ENSMUST00000099157	LM511_R3_t2	14.41	LM511	R3	t2
ENSMUSG00000025494	Sigirr	ENSMUST00000097958	LM511_R3_t2	5.26	LM511	R3	t2
ENSMUSG00000025494	Sigirr	ENSMUST00000209294	LM511_R3_t2	11.78	LM511	R3	t2
ENSMUSG00000025494	Sigirr	ENSMUST00000210167	LM511_R3_t2	6.02	LM511	R3	t2
ENSMUSG00000025494	Sigirr	ENSMUST00000210978	LM511_R3_t2	2.55	LM511	R3	t2
ENSMUSG00000025583	Rptor	ENSMUST00000026671	LM511_R3_t2	8.27	LM511	R3	t2
ENSMUSG00000025583	Rptor	ENSMUST00000125583	LM511_R3_t2	5.77	LM511	R3	t2
ENSMUSG00000025583	Rptor	ENSMUST00000147781	LM511_R3_t2	2.46	LM511	R3	t2
ENSMUSG00000025583	Rptor	ENSMUST00000247866	LM511_R3_t2	8.27	LM511	R3	t2
ENSMUSG00000025647	Shisa5	ENSMUST00000026737	LM511_R3_t2	141.36	LM511	R3	t2
ENSMUSG00000025647	Shisa5	ENSMUST00000112059	LM511_R3_t2	42.38	LM511	R3	t2
ENSMUSG00000025647	Shisa5	ENSMUST00000196954	LM511_R3_t2	80.16	LM511	R3	t2
ENSMUSG00000025647	Shisa5	ENSMUST00000200515	LM511_R3_t2	19.93	LM511	R3	t2
ENSMUSG00000026104	Stat1	ENSMUST00000186574	LM511_R3_t2	155.08	LM511	R3	t2
ENSMUSG00000026104	Stat1	ENSMUST00000186857	LM511_R3_t2	109.97	LM511	R3	t2
ENSMUSG00000026222	Sp100	ENSMUST00000054279	LM511_R3_t2	8.84	LM511	R3	t2
ENSMUSG00000026222	Sp100	ENSMUST00000066427	LM511_R3_t2	10.81	LM511	R3	t2
ENSMUSG00000026222	Sp100	ENSMUST00000132641	LM511_R3_t2	14.25	LM511	R3	t2
ENSMUSG00000026222	Sp100	ENSMUST00000147552	LM511_R3_t2	3.83	LM511	R3	t2
ENSMUSG00000026222	Sp100	ENSMUST00000153574	LM511_R3_t2	4.8	LM511	R3	t2
ENSMUSG00000026395	Ptprc	ENSMUST00000182283	LM511_R3_t2	199.33	LM511	R3	t2
ENSMUSG00000026395	Ptprc	ENSMUST00000182755	LM511_R3_t2	40.32	LM511	R3	t2
ENSMUSG00000026457	Adipor1	ENSMUST00000027727	LM511_R3_t2	49.39	LM511	R3	t2
ENSMUSG00000026457	Adipor1	ENSMUST00000112237	LM511_R3_t2	17.08	LM511	R3	t2
ENSMUSG00000026843	Fubp3	ENSMUST00000055244	LM511_R3_t2	7.53	LM511	R3	t2
ENSMUSG00000026843	Fubp3	ENSMUST00000113482	LM511_R3_t2	19.48	LM511	R3	t2
ENSMUSG00000027346	Gpcpd1	ENSMUST00000060955	LM511_R3_t2	6.58	LM511	R3	t2
ENSMUSG00000027346	Gpcpd1	ENSMUST00000110142	LM511_R3_t2	1.95	LM511	R3	t2
ENSMUSG00000027346	Gpcpd1	ENSMUST00000127712	LM511_R3_t2	0.41	LM511	R3	t2
ENSMUSG00000027346	Gpcpd1	ENSMUST00000149854	LM511_R3_t2	3.3	LM511	R3	t2
ENSMUSG00000027582	Zgpat	ENSMUST00000108807	LM511_R3_t2	13.08	LM511	R3	t2
ENSMUSG00000027582	Zgpat	ENSMUST00000116366	LM511_R3_t2	16.58	LM511	R3	t2
ENSMUSG00000027582	Zgpat	ENSMUST00000131284	LM511_R3_t2	5.94	LM511	R3	t2
ENSMUSG00000027641	Rbl1	ENSMUST00000029170	LM511_R3_t2	20.21	LM511	R3	t2
ENSMUSG00000027641	Rbl1	ENSMUST00000124518	LM511_R3_t2	6.9	LM511	R3	t2
ENSMUSG00000028403	Zdhhc21	ENSMUST00000030110	LM511_R3_t2	6.42	LM511	R3	t2
ENSMUSG00000028403	Zdhhc21	ENSMUST00000173741	LM511_R3_t2	4.7	LM511	R3	t2
ENSMUSG00000029048	Rer1	ENSMUST00000030914	LM511_R3_t2	69.62	LM511	R3	t2
ENSMUSG00000029048	Rer1	ENSMUST00000149796	LM511_R3_t2	50	LM511	R3	t2
ENSMUSG00000029642	Polr1d	ENSMUST00000050970	LM511_R3_t2	89.25	LM511	R3	t2
ENSMUSG00000029642	Polr1d	ENSMUST00000110557	LM511_R3_t2	154.24	LM511	R3	t2
ENSMUSG00000029763	Exoc4	ENSMUST00000052266	LM511_R3_t2	55.45	LM511	R3	t2
ENSMUSG00000029763	Exoc4	ENSMUST00000090381	LM511_R3_t2	8.43	LM511	R3	t2
ENSMUSG00000030220	Arhgdib	ENSMUST00000032344	LM511_R3_t2	439.12	LM511	R3	t2
ENSMUSG00000030220	Arhgdib	ENSMUST00000111891	LM511_R3_t2	160.84	LM511	R3	t2
ENSMUSG00000030435	U2af2	ENSMUST00000005041	LM511_R3_t2	161.24	LM511	R3	t2
ENSMUSG00000030435	U2af2	ENSMUST00000209099	LM511_R3_t2	64.05	LM511	R3	t2
ENSMUSG00000030530	Furin	ENSMUST00000107362	LM511_R3_t2	551.65	LM511	R3	t2
ENSMUSG00000030530	Furin	ENSMUST00000122232	LM511_R3_t2	78.77	LM511	R3	t2
ENSMUSG00000030560	Ctsc	ENSMUST00000032779	LM511_R3_t2	78.92	LM511	R3	t2
ENSMUSG00000030560	Ctsc	ENSMUST00000131108	LM511_R3_t2	3.23	LM511	R3	t2
ENSMUSG00000030619	Eed	ENSMUST00000107234	LM511_R3_t2	5.81	LM511	R3	t2
ENSMUSG00000030619	Eed	ENSMUST00000238792	LM511_R3_t2	43.36	LM511	R3	t2
ENSMUSG00000030619	Eed	ENSMUST00000238981	LM511_R3_t2	97.76	LM511	R3	t2
ENSMUSG00000030761	Myo7a	ENSMUST00000084979	LM511_R3_t2	0.87	LM511	R3	t2
ENSMUSG00000030761	Myo7a	ENSMUST00000107128	LM511_R3_t2	0.32	LM511	R3	t2
ENSMUSG00000030761	Myo7a	ENSMUST00000156992	LM511_R3_t2	0.38	LM511	R3	t2
ENSMUSG00000031309	Rps6ka3	ENSMUST00000033671	LM511_R3_t2	18.09	LM511	R3	t2
ENSMUSG00000031309	Rps6ka3	ENSMUST00000112493	LM511_R3_t2	9.16	LM511	R3	t2
ENSMUSG00000031622	Sin3b	ENSMUST00000004494	LM511_R3_t2	7.02	LM511	R3	t2
ENSMUSG00000031622	Sin3b	ENSMUST00000109950	LM511_R3_t2	148.02	LM511	R3	t2
ENSMUSG00000031808	Slc27a1	ENSMUST00000211811	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000031808	Slc27a1	ENSMUST00000211886	LM511_R3_t2	0.42	LM511	R3	t2
ENSMUSG00000031808	Slc27a1	ENSMUST00000212211	LM511_R3_t2	1.34	LM511	R3	t2
ENSMUSG00000031808	Slc27a1	ENSMUST00000212889	LM511_R3_t2	1.97	LM511	R3	t2
ENSMUSG00000031897	Psmb10	ENSMUST00000034369	LM511_R3_t2	20.99	LM511	R3	t2
ENSMUSG00000031897	Psmb10	ENSMUST00000212686	LM511_R3_t2	32.28	LM511	R3	t2
ENSMUSG00000031897	Psmb10	ENSMUST00000212938	LM511_R3_t2	8.96	LM511	R3	t2
ENSMUSG00000032279	Idh3a	ENSMUST00000167866	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000032279	Idh3a	ENSMUST00000214136	LM511_R3_t2	41.7	LM511	R3	t2
ENSMUSG00000032279	Idh3a	ENSMUST00000217484	LM511_R3_t2	40.68	LM511	R3	t2
ENSMUSG00000032504	Pdcd6ip	ENSMUST00000035086	LM511_R3_t2	26.91	LM511	R3	t2
ENSMUSG00000032504	Pdcd6ip	ENSMUST00000111861	LM511_R3_t2	127.15	LM511	R3	t2
ENSMUSG00000032621	Srek1	ENSMUST00000074616	LM511_R3_t2	24.39	LM511	R3	t2
ENSMUSG00000032621	Srek1	ENSMUST00000210489	LM511_R3_t2	1.05	LM511	R3	t2
ENSMUSG00000032812	Arap1	ENSMUST00000084895	LM511_R3_t2	2.28	LM511	R3	t2
ENSMUSG00000032812	Arap1	ENSMUST00000084896	LM511_R3_t2	7.24	LM511	R3	t2
ENSMUSG00000032812	Arap1	ENSMUST00000107010	LM511_R3_t2	19.94	LM511	R3	t2
ENSMUSG00000032946	Rasgrp2	ENSMUST00000035716	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000032946	Rasgrp2	ENSMUST00000113471	LM511_R3_t2	1.96	LM511	R3	t2
ENSMUSG00000032946	Rasgrp2	ENSMUST00000113472	LM511_R3_t2	0.26	LM511	R3	t2
ENSMUSG00000032946	Rasgrp2	ENSMUST00000113476	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000032946	Rasgrp2	ENSMUST00000152022	LM511_R3_t2	0.09	LM511	R3	t2
ENSMUSG00000032946	Rasgrp2	ENSMUST00000167240	LM511_R3_t2	0.6	LM511	R3	t2
ENSMUSG00000033014	Trim33	ENSMUST00000029444	LM511_R3_t2	2.98	LM511	R3	t2
ENSMUSG00000033014	Trim33	ENSMUST00000106860	LM511_R3_t2	15.37	LM511	R3	t2
ENSMUSG00000033016	Nfatc1	ENSMUST00000035800	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000033016	Nfatc1	ENSMUST00000078049	LM511_R3_t2	2.74	LM511	R3	t2
ENSMUSG00000033016	Nfatc1	ENSMUST00000167977	LM511_R3_t2	7.07	LM511	R3	t2
ENSMUSG00000033016	Nfatc1	ENSMUST00000236310	LM511_R3_t2	11.11	LM511	R3	t2
ENSMUSG00000033016	Nfatc1	ENSMUST00000236711	LM511_R3_t2	28.93	LM511	R3	t2
ENSMUSG00000033088	Triobp	ENSMUST00000109687	LM511_R3_t2	29.54	LM511	R3	t2
ENSMUSG00000033088	Triobp	ENSMUST00000130663	LM511_R3_t2	4.88	LM511	R3	t2
ENSMUSG00000033705	Stard9	ENSMUST00000070420	LM511_R3_t2	0.03	LM511	R3	t2
ENSMUSG00000033705	Stard9	ENSMUST00000129384	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000033705	Stard9	ENSMUST00000140843	LM511_R3_t2	0.06	LM511	R3	t2
ENSMUSG00000033705	Stard9	ENSMUST00000154193	LM511_R3_t2	0.16	LM511	R3	t2
ENSMUSG00000033705	Stard9	ENSMUST00000180041	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000033847	Pla2g4c	ENSMUST00000043612	LM511_R3_t2	0.36	LM511	R3	t2
ENSMUSG00000033847	Pla2g4c	ENSMUST00000108528	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000033847	Pla2g4c	ENSMUST00000167232	LM511_R3_t2	0.23	LM511	R3	t2
ENSMUSG00000033916	Chmp2a	ENSMUST00000005711	LM511_R3_t2	110.89	LM511	R3	t2
ENSMUSG00000033916	Chmp2a	ENSMUST00000210587	LM511_R3_t2	24.94	LM511	R3	t2
ENSMUSG00000034088	Hdlbp	ENSMUST00000042498	LM511_R3_t2	105.07	LM511	R3	t2
ENSMUSG00000034088	Hdlbp	ENSMUST00000170883	LM511_R3_t2	16.65	LM511	R3	t2
ENSMUSG00000035278	Plekhj1	ENSMUST00000036805	LM511_R3_t2	66.92	LM511	R3	t2
ENSMUSG00000035278	Plekhj1	ENSMUST00000219767	LM511_R3_t2	38.3	LM511	R3	t2
ENSMUSG00000035325	Sec31a	ENSMUST00000094578	LM511_R3_t2	53.51	LM511	R3	t2
ENSMUSG00000035325	Sec31a	ENSMUST00000182886	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000035325	Sec31a	ENSMUST00000182988	LM511_R3_t2	5.06	LM511	R3	t2
ENSMUSG00000035356	Nfkbiz	ENSMUST00000114457	LM511_R3_t2	1.85	LM511	R3	t2
ENSMUSG00000035356	Nfkbiz	ENSMUST00000114458	LM511_R3_t2	38.5	LM511	R3	t2
ENSMUSG00000036052	Dnajb5	ENSMUST00000084662	LM511_R3_t2	3.45	LM511	R3	t2
ENSMUSG00000036052	Dnajb5	ENSMUST00000098112	LM511_R3_t2	5.07	LM511	R3	t2
ENSMUSG00000036052	Dnajb5	ENSMUST00000107973	LM511_R3_t2	23.8	LM511	R3	t2
ENSMUSG00000036052	Dnajb5	ENSMUST00000142332	LM511_R3_t2	2.72	LM511	R3	t2
ENSMUSG00000038011	Dnah10	ENSMUST00000058440	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000038011	Dnah10	ENSMUST00000141137	LM511_R3_t2	0.07	LM511	R3	t2
ENSMUSG00000038011	Dnah10	ENSMUST00000196708	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000038172	Ttc39b	ENSMUST00000048274	LM511_R3_t2	24.5	LM511	R3	t2
ENSMUSG00000038172	Ttc39b	ENSMUST00000102823	LM511_R3_t2	17.17	LM511	R3	t2
ENSMUSG00000038623	Tm6sf1	ENSMUST00000041890	LM511_R3_t2	0.82	LM511	R3	t2
ENSMUSG00000038623	Tm6sf1	ENSMUST00000119543	LM511_R3_t2	1.04	LM511	R3	t2
ENSMUSG00000038623	Tm6sf1	ENSMUST00000124616	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000038623	Tm6sf1	ENSMUST00000130006	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000038623	Tm6sf1	ENSMUST00000134861	LM511_R3_t2	1.18	LM511	R3	t2
ENSMUSG00000038623	Tm6sf1	ENSMUST00000147977	LM511_R3_t2	0.12	LM511	R3	t2
ENSMUSG00000038708	Golga4	ENSMUST00000084820	LM511_R3_t2	13.52	LM511	R3	t2
ENSMUSG00000038708	Golga4	ENSMUST00000211840	LM511_R3_t2	7.8	LM511	R3	t2
ENSMUSG00000039114	Nrn1	ENSMUST00000037623	LM511_R3_t2	4.53	LM511	R3	t2
ENSMUSG00000039114	Nrn1	ENSMUST00000223611	LM511_R3_t2	2.37	LM511	R3	t2
ENSMUSG00000039201	Tbc1d25	ENSMUST00000039892	LM511_R3_t2	3.34	LM511	R3	t2
ENSMUSG00000039201	Tbc1d25	ENSMUST00000133093	LM511_R3_t2	2.32	LM511	R3	t2
ENSMUSG00000039201	Tbc1d25	ENSMUST00000143984	LM511_R3_t2	0.89	LM511	R3	t2
ENSMUSG00000039201	Tbc1d25	ENSMUST00000172020	LM511_R3_t2	0.21	LM511	R3	t2
ENSMUSG00000039201	Tbc1d25	ENSMUST00000239441	LM511_R3_t2	3.34	LM511	R3	t2
ENSMUSG00000039431	Mtmr7	ENSMUST00000048898	LM511_R3_t2	6.83	LM511	R3	t2
ENSMUSG00000039431	Mtmr7	ENSMUST00000174205	LM511_R3_t2	0.62	LM511	R3	t2
ENSMUSG00000040433	Zbtb38	ENSMUST00000093798	LM511_R3_t2	1.3	LM511	R3	t2
ENSMUSG00000040433	Zbtb38	ENSMUST00000152594	LM511_R3_t2	6.02	LM511	R3	t2
ENSMUSG00000040813	Tex264	ENSMUST00000046735	LM511_R3_t2	13.02	LM511	R3	t2
ENSMUSG00000040813	Tex264	ENSMUST00000163441	LM511_R3_t2	29.7	LM511	R3	t2
ENSMUSG00000040813	Tex264	ENSMUST00000169068	LM511_R3_t2	66.6	LM511	R3	t2
ENSMUSG00000041408	Wapl	ENSMUST00000048263	LM511_R3_t2	22.1	LM511	R3	t2
ENSMUSG00000041408	Wapl	ENSMUST00000090027	LM511_R3_t2	16.66	LM511	R3	t2
ENSMUSG00000041408	Wapl	ENSMUST00000111895	LM511_R3_t2	16.28	LM511	R3	t2
ENSMUSG00000041408	Wapl	ENSMUST00000169910	LM511_R3_t2	12.23	LM511	R3	t2
ENSMUSG00000041415	Dicer1	ENSMUST00000041987	LM511_R3_t2	4.33	LM511	R3	t2
ENSMUSG00000041415	Dicer1	ENSMUST00000222002	LM511_R3_t2	12.71	LM511	R3	t2
ENSMUSG00000041415	Dicer1	ENSMUST00000222528	LM511_R3_t2	15.86	LM511	R3	t2
ENSMUSG00000041488	Stx3	ENSMUST00000069285	LM511_R3_t2	1.38	LM511	R3	t2
ENSMUSG00000041488	Stx3	ENSMUST00000075304	LM511_R3_t2	2.4	LM511	R3	t2
ENSMUSG00000042766	Trim46	ENSMUST00000041022	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000042766	Trim46	ENSMUST00000090924	LM511_R3_t2	3.83	LM511	R3	t2
ENSMUSG00000042766	Trim46	ENSMUST00000107464	LM511_R3_t2	0.4	LM511	R3	t2
ENSMUSG00000042766	Trim46	ENSMUST00000139419	LM511_R3_t2	0.55	LM511	R3	t2
ENSMUSG00000042766	Trim46	ENSMUST00000143637	LM511_R3_t2	0.8	LM511	R3	t2
ENSMUSG00000044475	Ascc1	ENSMUST00000050516	LM511_R3_t2	19.63	LM511	R3	t2
ENSMUSG00000044475	Ascc1	ENSMUST00000164083	LM511_R3_t2	5.44	LM511	R3	t2
ENSMUSG00000044475	Ascc1	ENSMUST00000219778	LM511_R3_t2	3.91	LM511	R3	t2
ENSMUSG00000044566	Cage1	ENSMUST00000074969	LM511_R3_t2	0.22	LM511	R3	t2
ENSMUSG00000044566	Cage1	ENSMUST00000089840	LM511_R3_t2	0.28	LM511	R3	t2
ENSMUSG00000044566	Cage1	ENSMUST00000110233	LM511_R3_t2	0	LM511	R3	t2
ENSMUSG00000045427	Hnrnph2	ENSMUST00000050331	LM511_R3_t2	18.99	LM511	R3	t2
ENSMUSG00000045427	Hnrnph2	ENSMUST00000059297	LM511_R3_t2	10.23	LM511	R3	t2
ENSMUSG00000045427	Hnrnph2	ENSMUST00000074950	LM511_R3_t2	40.75	LM511	R3	t2
ENSMUSG00000045427	Hnrnph2	ENSMUST00000113202	LM511_R3_t2	1.94	LM511	R3	t2
ENSMUSG00000047412	Zbtb44	ENSMUST00000115222	LM511_R3_t2	4.15	LM511	R3	t2
ENSMUSG00000047412	Zbtb44	ENSMUST00000216649	LM511_R3_t2	13.32	LM511	R3	t2
ENSMUSG00000047412	Zbtb44	ENSMUST00000217092	LM511_R3_t2	12.24	LM511	R3	t2
ENSMUSG00000047888	Tnrc6b	ENSMUST00000067689	LM511_R3_t2	3.28	LM511	R3	t2
ENSMUSG00000047888	Tnrc6b	ENSMUST00000226857	LM511_R3_t2	3.71	LM511	R3	t2
ENSMUSG00000047888	Tnrc6b	ENSMUST00000228124	LM511_R3_t2	5.02	LM511	R3	t2
ENSMUSG00000048271	Rbm33	ENSMUST00000059644	LM511_R3_t2	6.59	LM511	R3	t2
ENSMUSG00000048271	Rbm33	ENSMUST00000114884	LM511_R3_t2	13.07	LM511	R3	t2
